query_gene	BiGG_gene	score	gene	protein	reaction	model
	iAT_PLT_636.158		G_158	P_158	R_ADSL2r	iAT_PLT_636
	iAT_PLT_636.158		G_158	P_158	R_ADSL1r	iAT_PLT_636
	iAT_PLT_636.2571		G_2571	P_2571	R_GLUDC	iAT_PLT_636
	iAT_PLT_636.2572		G_2572	P_2572	R_GLUDC	iAT_PLT_636
	iAT_PLT_636.2729		G_2729	P_2729+2730	R_GLUCYS	iAT_PLT_636
	iAT_PLT_636.2730		G_2730	P_2729+2730	R_GLUCYS	iAT_PLT_636
	iAT_PLT_636.2752		G_2752	P_2752	R_GLNS	iAT_PLT_636
	iAT_PLT_636.353		G_353	P_353	R_ADPT	iAT_PLT_636
	iAT_PLT_636.10380		G_10380	P_10380	R_BPNT	iAT_PLT_636
	iAT_PLT_636.11164		G_11164	P_11164	R_ADPRDP	iAT_PLT_636
	iAT_PLT_636.132		G_132	P_132	R_ADNK1	iAT_PLT_636
	iAT_PLT_636.109		G_109	P_109	R_ADNCYC	iAT_PLT_636
	iAT_PLT_636.111		G_111	P_111	R_ADNCYC	iAT_PLT_636
	iAT_PLT_636.112		G_112	P_112	R_ADNCYC	iAT_PLT_636
	iAT_PLT_636.203		G_203	P_203	R_ADK1	iAT_PLT_636
	iAT_PLT_636.55902		G_55902	P_55902	R_ACS	iAT_PLT_636
	iAT_PLT_636.48		G_48	P_48	R_ACONT	iAT_PLT_636
	iAT_PLT_636.47		G_47	P_47	R_ACITL	iAT_PLT_636
	iAT_PLT_636.31		G_31	P_31	R_ACCOAC	iAT_PLT_636
	iAT_PLT_636.32		G_32	P_32	R_ACCOAC	iAT_PLT_636
	iAT_PLT_636.51166		G_51166	P_51166	R_AATA	iAT_PLT_636
	iAT_PLT_636.65985		G_65985	P_65985	R_AACOAT	iAT_PLT_636
	iAT_PLT_636.3612		G_3612	P_3612	R_MI1PP	iAT_PLT_636
	iAT_PLT_636.3162		G_3162	P_3162	R_HOXG	iAT_PLT_636
	iAT_PLT_636.3163		G_3163	P_3163	R_HOXG	iAT_PLT_636
	iAT_PLT_636.3242		G_3242	P_3242	R_34HPPOR	iAT_PLT_636
	iAT_PLT_636.3145		G_3145	P_3145	R_HMBS	iAT_PLT_636
	iAT_PLT_636.4143		G_4143	P_4143	R_METAT	iAT_PLT_636
	iAT_PLT_636.27430		G_27430	P_27430+4144	R_METAT	iAT_PLT_636
	iAT_PLT_636.4144		G_4144	P_27430+4144	R_METAT	iAT_PLT_636
	iAT_PLT_636.4190		G_4190	P_4190	R_MDH	iAT_PLT_636
	iAT_PLT_636.3081		G_3081	P_3081	R_HGNTOR	iAT_PLT_636
	iAT_PLT_636.4357		G_4357	P_4357	R_MCPST	iAT_PLT_636
	iAT_PLT_636.3098		G_3098	P_3098	R_HEX7	iAT_PLT_636
	iAT_PLT_636.3098		G_3098	P_3098	R_HEX1	iAT_PLT_636
	iAT_PLT_636.3099		G_3099	P_3099	R_HEX7	iAT_PLT_636
	iAT_PLT_636.3099		G_3099	P_3099	R_HEX1	iAT_PLT_636
	iAT_PLT_636.3101		G_3101	P_3101	R_HEX7	iAT_PLT_636
	iAT_PLT_636.3101		G_3101	P_3101	R_HEX1	iAT_PLT_636
	iAT_PLT_636.2954		G_2954	P_2954	R_MACACI	iAT_PLT_636
	iAT_PLT_636.377677		G_377677	P_377677	R_H2CO3D	iAT_PLT_636
	iAT_PLT_636.759		G_759	P_759	R_H2CO3D	iAT_PLT_636
	iAT_PLT_636.760		G_760	P_760	R_H2CO3D	iAT_PLT_636
	iAT_PLT_636.2739		G_2739	P_2739	R_LGTHL	iAT_PLT_636
	iAT_PLT_636.3251		G_3251	P_3251	R_GUAPRT	iAT_PLT_636
	iAT_PLT_636.3251		G_3251	P_3251	R_HXPRT	iAT_PLT_636
	iAT_PLT_636.2984		G_2984	P_2984	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2986		G_2986	P_2986	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.3000		G_3000	P_3000	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.4881		G_4881	P_4881	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.4882		G_4882	P_4882	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2974		G_2974	P_2974+2977	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2974		G_2974	P_2974+2982	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2977		G_2977	P_2974+2977	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2977		G_2977	P_2977+2983	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2982		G_2982	P_2974+2982	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2982		G_2982	P_2982+2983	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2983		G_2983	P_2977+2983	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.2983		G_2983	P_2982+2983	R_GUACYC	iAT_PLT_636
	iAT_PLT_636.160287		G_160287	P_160287	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.3939		G_3939	P_3939	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.3939		G_3939	P_3939+3945	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.3945		G_3945	P_3945	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.3945		G_3945	P_3939+3945	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.3948		G_3948	P_3948	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.55293		G_55293	P_55293	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.92483		G_92483	P_92483	R_LDH_L	iAT_PLT_636
	iAT_PLT_636.197257		G_197257	P_197257	R_LDH_D	iAT_PLT_636
	iAT_PLT_636.2194		G_2194	P_2194	R_KAS8	iAT_PLT_636
	iAT_PLT_636.55586		G_55586	P_55586	R_INOSTO	iAT_PLT_636
	iAT_PLT_636.3614		G_3614	P_3614	R_IMPD	iAT_PLT_636
	iAT_PLT_636.3615		G_3615	P_3615	R_IMPD	iAT_PLT_636
	iAT_PLT_636.3417		G_3417	P_3417	R_ICDHyr	iAT_PLT_636
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT120	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT140	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT141	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT160	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT161	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT180	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPEAT181	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT120	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT140	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT141	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT160	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT161	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT180	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_03245	R_2AGPGAT181	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_01092+KPN_03245	R_AACPS2	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_01092+KPN_03245	R_AACPS4	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_01092+KPN_03245	R_AACPS7	iYL1228
	iYL1228.KPN_03245		G_KPN_03245	P_KPN_01092+KPN_03245	R_AACPS9	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG120tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG140tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG141tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG160tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG161tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG180tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPG181tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPA120tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPA141tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPA161tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE120tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE140tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE141tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE160tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE161tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE180tipp	iYL1228
	iYL1228.KPN_03244		G_KPN_03244	P_KPN_03244	R_2AGPE181tipp	iYL1228
	iYL1228.KPN_01540		G_KPN_01540	P_KPN_01540	R_3OXCOAT	iYL1228
	iYL1228.KPN_01540		G_KPN_01540	P_KPN_01540	R_ACACT1r	iYL1228
	iYL1228.KPN_02055		G_KPN_02055	P_KPN_02055	R_3OXCOAT	iYL1228
	iYL1228.KPN_02055		G_KPN_02055	P_KPN_02055	R_ACACT1r	iYL1228
	iYL1228.KPN_03268		G_KPN_03268	P_KPN_03268	R_3OXCOAT	iYL1228
	iYL1228.KPN_03268		G_KPN_03268	P_KPN_03268	R_ACACT1r	iYL1228
	iYL1228.KPN_01310		G_KPN_01310	P_KPN_01310+KPN_02193+KPN_02194+KPN_02195+KPN_02196	R_3PEPTabcpp	iYL1228
	iYL1228.KPN_02193		G_KPN_02193	P_KPN_01310+KPN_02193+KPN_02194+KPN_02195+KPN_02196	R_3PEPTabcpp	iYL1228
	iYL1228.KPN_02193		G_KPN_02193	P_KPN_02193+KPN_02194+KPN_02195+KPN_02196+KPN_02197	R_4PEPTabcpp	iYL1228
	iYL1228.KPN_02194		G_KPN_02194	P_KPN_01310+KPN_02193+KPN_02194+KPN_02195+KPN_02196	R_3PEPTabcpp	iYL1228
	iYL1228.KPN_02194		G_KPN_02194	P_KPN_02193+KPN_02194+KPN_02195+KPN_02196+KPN_02197	R_4PEPTabcpp	iYL1228
	iYL1228.KPN_02195		G_KPN_02195	P_KPN_01310+KPN_02193+KPN_02194+KPN_02195+KPN_02196	R_3PEPTabcpp	iYL1228
	iYL1228.KPN_02195		G_KPN_02195	P_KPN_02193+KPN_02194+KPN_02195+KPN_02196+KPN_02197	R_4PEPTabcpp	iYL1228
	iYL1228.KPN_02196		G_KPN_02196	P_KPN_01310+KPN_02193+KPN_02194+KPN_02195+KPN_02196	R_3PEPTabcpp	iYL1228
	iYL1228.KPN_02196		G_KPN_02196	P_KPN_02193+KPN_02194+KPN_02195+KPN_02196+KPN_02197	R_4PEPTabcpp	iYL1228
	iYL1228.KPN_03202		G_KPN_03202	P_KPN_03202	R_12PPDt	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_3PEPTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_3UMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_4HOXPACDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_23CAMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_23CCMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_23CGMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_23CUMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_34dhpactex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_3AMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_23DAPPAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_3CMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_3GMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_26DAHtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_4PEPTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_5DGLCNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACGALtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACGAM1Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACGAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACMANAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACMUMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACSERtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ABUTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACALDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_AGMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ACGAL1Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ALAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ADEtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ARGtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ASCBtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_AKGtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ALAALAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ASNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ASO3tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ASPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ALLtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_BALAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CA2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_BUTSO3tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_BUTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CD2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CLtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CO2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CGLYtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_COBALT2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CHLtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CRNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CSNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_AMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ANHGMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CU2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CUtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CYSDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CYANtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CYNTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CYStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_CYTDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DDGLCNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_D_LACtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DGMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DGSNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DHAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DALAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DAMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DAPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DIMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ARBtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DINStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DCAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DCMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DOPAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DMSOtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DMStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DSERtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DTMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_DUMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ETHAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ETHSO3tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ETOHtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_F6Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FALDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FRUtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FUCtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FUMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FE2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G1Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALCTNLtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALCTNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALCTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALURtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G3PCtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GAMAN6Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G3PEtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GAMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G3PGtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G3PItex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GDPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G3PStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_G6Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GAL1Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GALBDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FE3tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLCNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLCRtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLCUR1Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLCURtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLUtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYALDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYBtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYC2Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYC3Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYCAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GSNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYCLTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GLYCtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GTHRDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_H2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_GTPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_H2O2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_H2Otex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_H2Stex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HCINNMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HXAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FORtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HYXNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_Htex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_IDONtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ILEtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HG2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_IMPtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_INDOLEtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FRULYStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_FRUURtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HIStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_INSTtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_ISETACtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HOMtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_HPPPNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MALtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MAN6Ptex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MANGLYCtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MANtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_Ktex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_L_LACtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MELIBtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_METDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_METSOX1tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_LYStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_METSOX2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_LYXtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_METtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MALDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MG2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_N2Otex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_LCTStex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NACtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MMETtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MNLtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MOBDtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NAtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_LEUtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_MSO3tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NH4tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NI2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NMNtex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NO2tex	iYL1228
	iYL1228.KPN_00282		G_KPN_00282	P_KPN_00282	R_NO3tex	iYL1228
