protein	reaction	model	GPR	score
P_Gmet_2074	R_VCACT	iAF987		0.0
P_Gmet_2075	R_GLUTCOADHc	iAF987		0.0
P_Gmet_2078	R_ASPTA	iAF987		0.0
P_Gmet_2098	R_PBUTT	iAF987		0.0
P_Gmet_2100+Gmet_2101	R_PHEPS	iAF987		0.0
P_Gmet_2102	R_PHEPC	iAF987		0.0
P_Gmet_2106	R_BUTKr	iAF987		0.0
P_Gmet_2107	R_PHENOLtex	iAF987		0.0
P_Gmet_2119+Gmet_2120+Gmet_2121+Gmet_2122+Gmet_2123+Gmet_2125+Gmet_2126	R_PCMEH3pp	iAF987		0.0
P_Gmet_2127	R_CREStex	iAF987		0.0
P_Gmet_2128	R_BUTKr	iAF987		0.0
P_Gmet_2131	R_BZDH	iAF987		0.0
P_Gmet_2131	R_VNDH_2	iAF987		0.0
P_Gmet_2142	R_SUCBZT1	iAF987		0.0
P_Gmet_2142	R_SUCBZT2	iAF987		0.0
P_Gmet_2143	R_BCOALIG	iAF987		0.0
P_Gmet_2143	R_BCOALIG2	iAF987		0.0
P_Gmet_2172	R_ASNS1	iAF987		0.0
P_Gmet_2195	R_CTECOAI6	iAF987		0.0
P_Gmet_2195	R_CTECOAI7	iAF987		0.0
P_Gmet_2195	R_CTECOAI8	iAF987		0.0
P_Gmet_2195	R_ECOAH1	iAF987		0.0
P_Gmet_2195	R_ECOAH2	iAF987		0.0
P_Gmet_2195	R_ECOAH3	iAF987		0.0
P_Gmet_2195	R_ECOAH4	iAF987		0.0
P_Gmet_2195	R_ECOAH5	iAF987		0.0
P_Gmet_2195	R_ECOAH6	iAF987		0.0
P_Gmet_2195	R_ECOAH7	iAF987		0.0
P_Gmet_2195	R_ECOAH8	iAF987		0.0
P_Gmet_2195	R_VECOAH	iAF987		0.0
P_Gmet_2196	R_CTECOAI6	iAF987		0.0
P_Gmet_2196	R_CTECOAI7	iAF987		0.0
P_Gmet_2196	R_CTECOAI8	iAF987		0.0
P_Gmet_2196	R_ECOAH1	iAF987		0.0
P_Gmet_2196	R_ECOAH2	iAF987		0.0
P_Gmet_2196	R_ECOAH3	iAF987		0.0
P_Gmet_2196	R_ECOAH4	iAF987		0.0
P_Gmet_2196	R_ECOAH5	iAF987		0.0
P_Gmet_2196	R_ECOAH6	iAF987		0.0
P_Gmet_2196	R_ECOAH7	iAF987		0.0
P_Gmet_2196	R_ECOAH8	iAF987		0.0
P_Gmet_2196	R_VECOAH	iAF987		0.0
P_Gmet_2197	R_ACACT1r	iAF987		0.0
P_Gmet_2197	R_ACACT2r	iAF987		0.0
P_Gmet_2197	R_ACACT3r	iAF987		0.0
P_Gmet_2197	R_ACACT4r	iAF987		0.0
P_Gmet_2197	R_ACACT5r	iAF987		0.0
P_Gmet_2197	R_ACACT6r	iAF987		0.0
P_Gmet_2197	R_ACACT7r	iAF987		0.0
P_Gmet_2197	R_ACACT8r	iAF987		0.0
P_Gmet_2197	R_VCACT	iAF987		0.0
P_Gmet_2198	R_ACOAD1f	iAF987		0.0
P_Gmet_2198	R_ACOAD2f	iAF987		0.0
P_Gmet_2198	R_ACOAD3f	iAF987		0.0
P_Gmet_2198	R_ACOAD4f	iAF987		0.0
P_Gmet_2198	R_ACOAD5f	iAF987		0.0
P_Gmet_2198	R_ACOAD6f	iAF987		0.0
P_Gmet_2198	R_ACOAD7f	iAF987		0.0
P_Gmet_2198	R_ACOAD8f	iAF987		0.0
P_Gmet_2198	R_VCOAD	iAF987		0.0
P_Gmet_2199	R_ACOAD1f	iAF987		0.0
P_Gmet_2199	R_ACOAD2f	iAF987		0.0
P_Gmet_2199	R_ACOAD3f	iAF987		0.0
P_Gmet_2199	R_ACOAD4f	iAF987		0.0
P_Gmet_2199	R_ACOAD5f	iAF987		0.0
P_Gmet_2199	R_ACOAD6f	iAF987		0.0
P_Gmet_2199	R_ACOAD7f	iAF987		0.0
P_Gmet_2199	R_ACOAD8f	iAF987		0.0
P_Gmet_2199	R_VCOAD	iAF987		0.0
P_Gmet_2201	R_ADD	iAF987		0.0
P_Gmet_2203	R_HACD1	iAF987		0.0
P_Gmet_2203	R_HACD2	iAF987		0.0
P_Gmet_2203	R_HACD3	iAF987		0.0
P_Gmet_2203	R_HACD4	iAF987		0.0
P_Gmet_2203	R_HACD5	iAF987		0.0
P_Gmet_2203	R_HACD6	iAF987		0.0
P_Gmet_2203	R_HACD7	iAF987		0.0
P_Gmet_2203	R_HACD8	iAF987		0.0
P_Gmet_2203	R_HVCD	iAF987		0.0
P_Gmet_2204	R_CTECOAI6	iAF987		0.0
P_Gmet_2204	R_CTECOAI7	iAF987		0.0
P_Gmet_2204	R_CTECOAI8	iAF987		0.0
P_Gmet_2204	R_ECOAH1	iAF987		0.0
P_Gmet_2204	R_ECOAH2	iAF987		0.0
P_Gmet_2204	R_ECOAH3	iAF987		0.0
P_Gmet_2204	R_ECOAH4	iAF987		0.0
P_Gmet_2204	R_ECOAH5	iAF987		0.0
P_Gmet_2204	R_ECOAH6	iAF987		0.0
P_Gmet_2204	R_ECOAH7	iAF987		0.0
P_Gmet_2204	R_ECOAH8	iAF987		0.0
P_Gmet_2204	R_VECOAH	iAF987		0.0
P_Gmet_2207	R_CTECOAI6	iAF987		0.0
P_Gmet_2207	R_CTECOAI7	iAF987		0.0
P_Gmet_2207	R_CTECOAI8	iAF987		0.0
P_Gmet_2207	R_ECOAH1	iAF987		0.0
P_Gmet_2207	R_ECOAH2	iAF987		0.0
P_Gmet_2207	R_ECOAH3	iAF987		0.0
P_Gmet_2207	R_ECOAH4	iAF987		0.0
P_Gmet_2207	R_ECOAH5	iAF987		0.0
P_Gmet_2207	R_ECOAH6	iAF987		0.0
P_Gmet_2207	R_ECOAH7	iAF987		0.0
P_Gmet_2207	R_ECOAH8	iAF987		0.0
P_Gmet_2207	R_VECOAH	iAF987		0.0
P_Gmet_2208+Gmet_2209	R_IBTMr	iAF987		0.0
P_Gmet_2208+Gmet_2209	R_MMM2	iAF987		0.0
P_Gmet_2211	R_ACOAD1f	iAF987		0.0
P_Gmet_2211	R_ACOAD2f	iAF987		0.0
P_Gmet_2211	R_ACOAD3f	iAF987		0.0
P_Gmet_2211	R_ACOAD4f	iAF987		0.0
P_Gmet_2211	R_ACOAD5f	iAF987		0.0
P_Gmet_2211	R_ACOAD6f	iAF987		0.0
P_Gmet_2211	R_ACOAD7f	iAF987		0.0
P_Gmet_2211	R_ACOAD8f	iAF987		0.0
P_Gmet_2211	R_VCOAD	iAF987		0.0
P_Gmet_2212	R_CTECOAI6	iAF987		0.0
P_Gmet_2212	R_CTECOAI7	iAF987		0.0
P_Gmet_2212	R_CTECOAI8	iAF987		0.0
P_Gmet_2212	R_ECOAH1	iAF987		0.0
P_Gmet_2212	R_ECOAH2	iAF987		0.0
P_Gmet_2212	R_ECOAH3	iAF987		0.0
P_Gmet_2212	R_ECOAH4	iAF987		0.0
P_Gmet_2212	R_ECOAH5	iAF987		0.0
P_Gmet_2212	R_ECOAH6	iAF987		0.0
P_Gmet_2212	R_ECOAH7	iAF987		0.0
P_Gmet_2212	R_ECOAH8	iAF987		0.0
P_Gmet_2212	R_VECOAH	iAF987		0.0
P_Gmet_2213	R_ACACT1r	iAF987		0.0
P_Gmet_2213	R_ACACT2r	iAF987		0.0
P_Gmet_2213	R_ACACT3r	iAF987		0.0
P_Gmet_2213	R_ACACT4r	iAF987		0.0
P_Gmet_2213	R_ACACT5r	iAF987		0.0
P_Gmet_2213	R_ACACT6r	iAF987		0.0
P_Gmet_2213	R_ACACT7r	iAF987		0.0
P_Gmet_2213	R_ACACT8r	iAF987		0.0
P_Gmet_2213	R_VCACT	iAF987		0.0
P_Gmet_2215	R_4HBCOAH	iAF987		0.0
P_Gmet_2215	R_VACOAI	iAF987		0.0
P_Gmet_2224	R_CTECOAI6	iAF987		0.0
P_Gmet_2224	R_CTECOAI7	iAF987		0.0
P_Gmet_2224	R_CTECOAI8	iAF987		0.0
P_Gmet_2224	R_ECOAH1	iAF987		0.0
P_Gmet_2224	R_ECOAH2	iAF987		0.0
P_Gmet_2224	R_ECOAH3	iAF987		0.0
P_Gmet_2224	R_ECOAH4	iAF987		0.0
P_Gmet_2224	R_ECOAH5	iAF987		0.0
P_Gmet_2224	R_ECOAH6	iAF987		0.0
P_Gmet_2224	R_ECOAH7	iAF987		0.0
P_Gmet_2224	R_ECOAH8	iAF987		0.0
P_Gmet_2224	R_VECOAH	iAF987		0.0
P_Gmet_2229	R_FACOAL100t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL120t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL140t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL141t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL160t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL161t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL180t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL181t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL60t2pp	iAF987		0.0
P_Gmet_2229	R_FACOAL80t2pp	iAF987		0.0
P_Gmet_2235	R_BZALDH	iAF987		0.0
P_Gmet_2246	R_FACOAL100t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL120t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL140t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL141t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL160t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL161t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL180t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL181t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL60t2pp	iAF987		0.0
P_Gmet_2246	R_FACOAL80t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL100t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL120t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL140t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL141t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL160t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL161t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL180t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL181t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL60t2pp	iAF987		0.0
P_Gmet_2252	R_FACOAL80t2pp	iAF987		0.0
P_Gmet_2255+Gmet_2257+Gmet_2258	R_FADMQOR	iAF987		0.0
P_Gmet_2260+Gmet_2261	R_SUCOAS	iAF987		0.0
P_Gmet_2262+Gmet_2263+Gmet_2264	R_FADMQOR	iAF987		0.0
P_Gmet_2265+Gmet_2266+Gmet_2267	R_FADMQOR	iAF987		0.0
P_Gmet_2268	R_ACACT1r	iAF987		0.0
P_Gmet_2268	R_ACACT2r	iAF987		0.0
P_Gmet_2268	R_ACACT3r	iAF987		0.0
P_Gmet_2268	R_ACACT4r	iAF987		0.0
P_Gmet_2268	R_ACACT5r	iAF987		0.0
P_Gmet_2268	R_ACACT6r	iAF987		0.0
P_Gmet_2268	R_ACACT7r	iAF987		0.0
P_Gmet_2268	R_ACACT8r	iAF987		0.0
P_Gmet_2268	R_VCACT	iAF987		0.0
P_Gmet_2269	R_HACD1	iAF987		0.0
P_Gmet_2269	R_HACD2	iAF987		0.0
P_Gmet_2269	R_HACD3	iAF987		0.0
P_Gmet_2269	R_HACD4	iAF987		0.0
P_Gmet_2269	R_HACD5	iAF987		0.0
P_Gmet_2269	R_HACD6	iAF987		0.0
P_Gmet_2269	R_HACD7	iAF987		0.0
P_Gmet_2269	R_HACD8	iAF987		0.0
P_Gmet_2269	R_HVCD	iAF987		0.0
P_Gmet_2270	R_ACOAD1f	iAF987		0.0
P_Gmet_2270	R_ACOAD2f	iAF987		0.0
P_Gmet_2270	R_ACOAD3f	iAF987		0.0
P_Gmet_2270	R_ACOAD4f	iAF987		0.0
P_Gmet_2270	R_ACOAD5f	iAF987		0.0
P_Gmet_2270	R_ACOAD6f	iAF987		0.0
P_Gmet_2270	R_ACOAD7f	iAF987		0.0
P_Gmet_2270	R_ACOAD8f	iAF987		0.0
P_Gmet_2270	R_VCOAD	iAF987		0.0
P_Gmet_2292	R_GMPS2	iAF987		0.0
P_Gmet_2293	R_IMPD	iAF987		0.0
P_Gmet_2318	R_DTMPK	iAF987		0.0
P_Gmet_2325	R_GDPDPK	iAF987		0.0
P_Gmet_2325	R_GTPDPK	iAF987		0.0
P_Gmet_2327	R_DGK1	iAF987		0.0
P_Gmet_2327	R_GK1	iAF987		0.0
P_Gmet_2329	R_UDPG4E	iAF987		0.0
P_Gmet_2340	R_ACS	iAF987		0.0
P_Gmet_2340	R_ACS2	iAF987		0.0
P_Gmet_2349	R_PA120abcpp	iAF987		0.0
P_Gmet_2349	R_PA140abcpp	iAF987		0.0
P_Gmet_2349	R_PA141abcpp	iAF987		0.0
P_Gmet_2349	R_PA160abcpp	iAF987		0.0
P_Gmet_2349	R_PA161abcpp	iAF987		0.0
P_Gmet_2349	R_PA180abcpp	iAF987		0.0
P_Gmet_2349	R_PA181abcpp	iAF987		0.0
P_Gmet_2349	R_PE120abcpp	iAF987		0.0
P_Gmet_2349	R_PE140abcpp	iAF987		0.0
P_Gmet_2349	R_PE141abcpp	iAF987		0.0
P_Gmet_2349	R_PE160abcpp	iAF987		0.0
P_Gmet_2349	R_PE161abcpp	iAF987		0.0
P_Gmet_2349	R_PE180abcpp	iAF987		0.0
P_Gmet_2349	R_PE181abcpp	iAF987		0.0
P_Gmet_2349	R_PG120abcpp	iAF987		0.0
P_Gmet_2349	R_PG140abcpp	iAF987		0.0
P_Gmet_2349	R_PG141abcpp	iAF987		0.0
P_Gmet_2349	R_PG160abcpp	iAF987		0.0
P_Gmet_2349	R_PG161abcpp	iAF987		0.0
P_Gmet_2349	R_PG180abcpp	iAF987		0.0
P_Gmet_2349	R_PG181abcpp	iAF987		0.0
P_Gmet_2349	R_PGP120abcpp	iAF987		0.0
P_Gmet_2349	R_PGP140abcpp	iAF987		0.0
P_Gmet_2349	R_PGP141abcpp	iAF987		0.0
P_Gmet_2349	R_PGP160abcpp	iAF987		0.0
P_Gmet_2349	R_PGP161abcpp	iAF987		0.0
P_Gmet_2349	R_PGP180abcpp	iAF987		0.0
P_Gmet_2349	R_PGP181abcpp	iAF987		0.0
P_Gmet_2354	R_3HAD80	iAF987		0.0
P_Gmet_2369	R_DAGK120	iAF987		0.0
P_Gmet_2369	R_DAGK140	iAF987		0.0
P_Gmet_2369	R_DAGK141	iAF987		0.0
P_Gmet_2369	R_DAGK160	iAF987		0.0
P_Gmet_2369	R_DAGK161	iAF987		0.0
P_Gmet_2369	R_DAGK180	iAF987		0.0
P_Gmet_2369	R_DAGK181	iAF987		0.0
P_Gmet_2372	R_ENO	iAF987		0.0
P_Gmet_2373	R_NAMNPP	iAF987		0.0
P_Gmet_2374	R_NNAM	iAF987		0.0
P_Gmet_2375	R_DDPA	iAF987		0.0
P_Gmet_2378	R_PERD	iAF987		0.0
P_Gmet_2378	R_PGCD	iAF987		0.0
P_Gmet_2383	R_FBA	iAF987		0.0
P_Gmet_2389	R_FA120ACPHi	iAF987		0.0
P_Gmet_2389	R_FA141ACPHi	iAF987		0.0
P_Gmet_2389	R_FA161ACPHi	iAF987		0.0
P_Gmet_2389	R_FA80ACPHi	iAF987		0.0
P_Gmet_2390	R_AHSERL2	iAF987		0.0
P_Gmet_2391	R_AMALT1	iAF987		0.0
P_Gmet_2391	R_AMALT2	iAF987		0.0
P_Gmet_2391	R_AMALT3	iAF987		0.0
P_Gmet_2391	R_AMALT4	iAF987		0.0
P_Gmet_2395+Gmet_2396+Gmet_2397	R_FRD2rpp	iAF987		0.0
P_Gmet_2399	R_GDPTPDP	iAF987		0.0
P_Gmet_2399	R_NTPP1	iAF987		0.0
P_Gmet_2399	R_NTPP2	iAF987		0.0
P_Gmet_2399	R_NTPP3	iAF987		0.0
P_Gmet_2399	R_NTPP4	iAF987		0.0
P_Gmet_2399	R_NTPP5	iAF987		0.0
P_Gmet_2399	R_NTPP6	iAF987		0.0
P_Gmet_2399	R_NTPP7	iAF987		0.0
P_Gmet_2399	R_NTPP8	iAF987		0.0
P_Gmet_2399	R_PPGPPDP	iAF987		0.0
P_Gmet_2410	R_SPODM	iAF987		0.0
P_Gmet_2417	R_CDGUNPD	iAF987		0.0
P_Gmet_2425	R_DGUNC	iAF987		0.0
P_Gmet_2433+Gmet_2434+Gmet_2435	R_HKtpp	iAF987		0.0
P_Gmet_2439+Gmet_2440+Gmet_2441	R_NI2uabcpp	iAF987		0.0
P_Gmet_2444	R_FE2Gabcpp	iAF987		0.0
P_Gmet_2444	R_FE3Gabcpp	iAF987		0.0
P_Gmet_2455	R_DMATT	iAF987		0.0
P_Gmet_2455	R_GRTT	iAF987		0.0
P_Gmet_2455	R_OCTDPS	iAF987		0.0
P_Gmet_2458	R_PGI	iAF987		0.0
P_Gmet_2465	R_OXFOt4pp	iAF987		0.0
P_Gmet_2471	R_MAN6PI	iAF987		0.0
P_Gmet_2475	R_DHFS	iAF987		0.0
P_Gmet_2477+Gmet_2482	R_TRPS1	iAF987		0.0
P_Gmet_2477+Gmet_2493	R_TRPS1	iAF987		0.0
P_Gmet_2481	R_MLTGY1pp	iAF987		0.0
P_Gmet_2481	R_MLTGY2pp	iAF987		0.0
P_Gmet_2481	R_MLTGY3pp	iAF987		0.0
P_Gmet_2481	R_MLTGY4pp	iAF987		0.0
P_Gmet_2492	R_PRAIi	iAF987		0.0
P_Gmet_2494	R_IGPS	iAF987		0.0
P_Gmet_2495	R_ANPRT	iAF987		0.0
P_Gmet_2496+Gmet_2497	R_ANS	iAF987		0.0
P_Gmet_2509+Gmet_2510+Gmet_2511+Gmet_2764	R_OBDHc	iAF987		0.0
P_Gmet_2509+Gmet_2510+Gmet_2511+Gmet_2764	R_OIVD1r	iAF987		0.0
P_Gmet_2509+Gmet_2510+Gmet_2511+Gmet_2764	R_OIVD2	iAF987		0.0
P_Gmet_2509+Gmet_2510+Gmet_2511+Gmet_2764	R_OIVD3	iAF987		0.0
P_Gmet_2529	R_MLDEP1pp	iAF987		0.0
P_Gmet_2529	R_MLDEP2pp	iAF987		0.0
P_Gmet_2530	R_MLDEP1pp	iAF987		0.0
P_Gmet_2530	R_MLDEP2pp	iAF987		0.0
P_Gmet_2549	R_METAT	iAF987		0.0
P_Gmet_2556	R_MLTGY1pp	iAF987		0.0
P_Gmet_2556	R_MLTGY2pp	iAF987		0.0
P_Gmet_2556	R_MLTGY3pp	iAF987		0.0
P_Gmet_2556	R_MLTGY4pp	iAF987		0.0
P_Gmet_2558	R_EAR80x	iAF987		0.0
P_Gmet_2558	R_EAR80y	iAF987		0.0
P_Gmet_2559	R_CDGUNPD	iAF987		0.0
P_Gmet_2570	R_FUM	iAF987		0.0
P_Gmet_2618	R_PGL	iAF987		0.0
P_Gmet_2619	R_G6PDH2r	iAF987		0.0
P_Gmet_2620	R_GND	iAF987		0.0
P_Gmet_2621	R_RPI	iAF987		0.0
P_Gmet_2629	R_CDGUNPD	iAF987		0.0
P_Gmet_2629	R_DGUNC	iAF987		0.0
P_Gmet_2638	R_PEPCK_re	iAF987		0.0
P_Gmet_2638	R_PPCK	iAF987		0.0
P_Gmet_2643	R_DPR	iAF987		0.0
P_Gmet_2673	R_PPCDC	iAF987		0.0
P_Gmet_2673	R_PPNCL	iAF987		0.0
P_Gmet_2683	R_ADNK1	iAF987		0.0
P_Gmet_2684	R_MTAP	iAF987		0.0
P_Gmet_2686	R_NDPK1	iAF987		0.0
P_Gmet_2686	R_NDPK2	iAF987		0.0
P_Gmet_2686	R_NDPK3	iAF987		0.0
P_Gmet_2686	R_NDPK4	iAF987		0.0
P_Gmet_2686	R_NDPK5	iAF987		0.0
P_Gmet_2686	R_NDPK6	iAF987		0.0
P_Gmet_2686	R_NDPK7	iAF987		0.0
P_Gmet_2686	R_NDPK8	iAF987		0.0
P_Gmet_2689	R_CS	iAF987		0.0
P_Gmet_2692	R_FACOAL100t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL120t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL140t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL141t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL160t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL161t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL180t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL181t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL60t2pp	iAF987		0.0
P_Gmet_2692	R_FACOAL80t2pp	iAF987		0.0
P_Gmet_2701+Gmet_2702+Gmet_2703+Gmet_2704	R_PIuabcpp	iAF987		0.0
P_Gmet_2714	R_CDGUNPD	iAF987		0.0
P_Gmet_2715	R_GUAt2pp	iAF987		0.0
P_Gmet_2715	R_HXANt2pp	iAF987		0.0
P_Gmet_2716	R_GUAPRT	iAF987		0.0
P_Gmet_2716	R_HXPRT	iAF987		0.0
P_Gmet_2721	R_DGUNC	iAF987		0.0
P_Gmet_2727	R_2OBUTtex	iAF987		0.0
P_Gmet_2727	R_3MBtex	iAF987		0.0
P_Gmet_2727	R_4HBALDtex	iAF987		0.0
P_Gmet_2727	R_4HBAtex	iAF987		0.0
P_Gmet_2727	R_4HBZtex	iAF987		0.0
P_Gmet_2727	R_ACtex	iAF987		0.0
P_Gmet_2727	R_ASO4tex	iAF987		0.0
P_Gmet_2727	R_BTOHtex	iAF987		0.0
P_Gmet_2727	R_BUTSO3tex	iAF987		0.0
P_Gmet_2727	R_BUTtex	iAF987		0.0
P_Gmet_2727	R_BZALCtex	iAF987		0.0
P_Gmet_2727	R_BZALtex	iAF987		0.0
P_Gmet_2727	R_BZtex	iAF987		0.0
P_Gmet_2727	R_CA2tex	iAF987		0.0
P_Gmet_2727	R_CD2tex	iAF987		0.0
P_Gmet_2727	R_CLtex	iAF987		0.0
P_Gmet_2727	R_CO2tex	iAF987		0.0
P_Gmet_2727	R_COBALT2tex	iAF987		0.0
P_Gmet_2727	R_CRO4tex	iAF987		0.0
P_Gmet_2727	R_CU2tex	iAF987		0.0
P_Gmet_2727	R_CUtex	iAF987		0.0
P_Gmet_2727	R_ETHSO3tex	iAF987		0.0
P_Gmet_2727	R_ETOHtex	iAF987		0.0
P_Gmet_2727	R_FE2tex	iAF987		0.0
P_Gmet_2727	R_FE3tex	iAF987		0.0
P_Gmet_2727	R_FORtex	iAF987		0.0
P_Gmet_2727	R_GALURtex	iAF987		0.0
P_Gmet_2727	R_GLCURtex	iAF987		0.0
P_Gmet_2727	R_GLYCtex	iAF987		0.0
P_Gmet_2727	R_GUAtex	iAF987		0.0
P_Gmet_2727	R_H2Otex	iAF987		0.0
P_Gmet_2727	R_H2tex	iAF987		0.0
P_Gmet_2727	R_HYXNtex	iAF987		0.0
P_Gmet_2727	R_Htex	iAF987		0.0
P_Gmet_2727	R_IBTtex	iAF987		0.0
P_Gmet_2727	R_ILEtex	iAF987		0.0
P_Gmet_2727	R_ISETACtex	iAF987		0.0
P_Gmet_2727	R_Ktex	iAF987		0.0
P_Gmet_2727	R_LCYSTtex	iAF987		0.0
P_Gmet_2727	R_LEUtex	iAF987		0.0
P_Gmet_2727	R_LYStex	iAF987		0.0
P_Gmet_2727	R_MEOHtex	iAF987		0.0
P_Gmet_2727	R_MG2tex	iAF987		0.0
P_Gmet_2727	R_MNtex	iAF987		0.0
P_Gmet_2727	R_MOBDtex	iAF987		0.0
P_Gmet_2727	R_MSO3tex	iAF987		0.0
P_Gmet_2727	R_N2tex	iAF987		0.0
P_Gmet_2727	R_NAtex	iAF987		0.0
P_Gmet_2727	R_NH4tex	iAF987		0.0
P_Gmet_2727	R_NI2tex	iAF987		0.0
P_Gmet_2727	R_NO2tex	iAF987		0.0
P_Gmet_2727	R_NO3tex	iAF987		0.0
P_Gmet_2727	R_OXFOtex	iAF987		0.0
P_Gmet_2727	R_PHENOLtex	iAF987		0.0
P_Gmet_2727	R_PItex	iAF987		0.0
P_Gmet_2727	R_PPAtex	iAF987		0.0
P_Gmet_2727	R_PPOHtex	iAF987		0.0
P_Gmet_2727	R_PTAtex	iAF987		0.0
P_Gmet_2727	R_PYRtex	iAF987		0.0
P_Gmet_2727	R_SO3tex	iAF987		0.0
P_Gmet_2727	R_SO4tex	iAF987		0.0
P_Gmet_2727	R_SULFACtex	iAF987		0.0
P_Gmet_2727	R_TAURtex	iAF987		0.0
P_Gmet_2727	R_TOLtex	iAF987		0.0
P_Gmet_2727	R_TSULtex	iAF987		0.0
P_Gmet_2727	R_VALtex	iAF987		0.0
P_Gmet_2727	R_Zn2tex	iAF987		0.0
P_Gmet_2729	R_APH120	iAF987		0.0
P_Gmet_2729	R_APH141	iAF987		0.0
P_Gmet_2729	R_APH161	iAF987		0.0
P_Gmet_2731+Gmet_2732	R_CRO4t3pp	iAF987		0.0
P_Gmet_2741	R_DAGK120	iAF987		0.0
P_Gmet_2741	R_DAGK140	iAF987		0.0
P_Gmet_2741	R_DAGK141	iAF987		0.0
P_Gmet_2741	R_DAGK160	iAF987		0.0
P_Gmet_2741	R_DAGK161	iAF987		0.0
P_Gmet_2741	R_DAGK180	iAF987		0.0
P_Gmet_2741	R_DAGK181	iAF987		0.0
P_Gmet_2752+Gmet_2753+Gmet_2760+Gmet_2764	R_PDH	iAF987		0.0
P_Gmet_2763	R_ACONTa	iAF987		0.0
P_Gmet_2763	R_ACONTb	iAF987		0.0
P_Gmet_2763	R_MICITDr	iAF987		0.0
P_Gmet_2764	R_GCCc	iAF987		0.0
P_Gmet_2764+Gmet_2766+Gmet_2769	R_AKGDH	iAF987		0.0
P_Gmet_2768	R_GLGC	iAF987		0.0
P_Gmet_2772	R_CU2abcpp	iAF987		0.0
P_Gmet_2778	R_MCTP1App	iAF987		0.0
P_Gmet_2778	R_MCTP1Bpp	iAF987		0.0
P_Gmet_2778	R_MCTP2App	iAF987		0.0
P_Gmet_2783	R_HSERTA	iAF987		0.0
P_Gmet_2786	R_CBMKr	iAF987		0.0
P_Gmet_2805	R_HEX4	iAF987		0.0
P_Gmet_2805	R_HEX7	iAF987		0.0
P_Gmet_2812	R_RBK	iAF987		0.0
P_Gmet_2817	R_CDGUNPD	iAF987		0.0
P_Gmet_2822	R_DXPS	iAF987		0.0
P_Gmet_2834	R_N2OR	iAF987		0.0
P_Gmet_2848	R_PRPPS	iAF987		0.0
P_Gmet_2849	R_CDPMEK	iAF987		0.0
P_Gmet_2853	R_ILETA	iAF987		0.0
P_Gmet_2853	R_LEUTA	iAF987		0.0
P_Gmet_2853	R_VALTA	iAF987		0.0
P_Gmet_2858	R_APSR	iAF987		0.0
P_Gmet_2859+Gmet_2860	R_SADT2	iAF987		0.0
P_Gmet_2862+Gmet_2863	R_NADS1	iAF987		0.0
P_Gmet_2903	R_AIRCr	iAF987		0.0
P_Gmet_2904	R_PRAGSr	iAF987		0.0
P_Gmet_2905	R_AICART	iAF987		0.0
P_Gmet_2905	R_IMPC	iAF987		0.0
P_Gmet_2908	R_ALAR	iAF987		0.0
P_Gmet_2909	R_HMPK1	iAF987		0.0
P_Gmet_2909	R_HMPK2	iAF987		0.0
P_Gmet_2909	R_HMPK3	iAF987		0.0
P_Gmet_2909	R_HMPK4	iAF987		0.0
P_Gmet_2909	R_PMPK	iAF987		0.0
P_Gmet_2909	R_TMPPP	iAF987		0.0
P_Gmet_2910	R_AMPMS2	iAF987		0.0
P_Gmet_2918	R_AGM3PH	iAF987		0.0
P_Gmet_2918	R_AGM4PH	iAF987		0.0
P_Gmet_2918	R_AGMH	iAF987		0.0
P_Gmet_2929	R_CYTBMQOR2pp	iAF987		0.0
